,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
63,WR,DK Metcalf (15905139),DK Metcalf,15905139,WR/FLEX,8400,NYJ@SEA 12/13/2020 04:05PM ET,SEA,20.24
64,WR,Keenan Allen (15905141),Keenan Allen,15905141,WR/FLEX,7700,ATL@LAC 12/13/2020 04:25PM ET,LAC,19.69
65,WR,DeAndre Hopkins (15905143),DeAndre Hopkins,15905143,WR/FLEX,7600,ARI@NYG 12/13/2020 01:00PM ET,ARI,19.24
66,WR,Calvin Ridley (15905145),Calvin Ridley,15905145,WR/FLEX,7500,ATL@LAC 12/13/2020 04:25PM ET,ATL,19.08
67,WR,Justin Jefferson (15905147),Justin Jefferson,15905147,WR/FLEX,7400,MIN@TB 12/13/2020 01:00PM ET,MIN,18.68
68,WR,A.J. Brown (15905149),A.J. Brown,15905149,WR/FLEX,7300,TEN@JAX 12/13/2020 01:00PM ET,TEN,17.55
69,WR,Tyler Lockett (15905151),Tyler Lockett,15905151,WR/FLEX,7200,NYJ@SEA 12/13/2020 04:05PM ET,SEA,17.78
70,WR,Michael Thomas (15905153),Michael Thomas,15905153,WR/FLEX,7100,NO@PHI 12/13/2020 04:25PM ET,NO,12.25
71,WR,Adam Thielen (15905155),Adam Thielen,15905155,WR/FLEX,7000,MIN@TB 12/13/2020 01:00PM ET,MIN,19.42
72,WR,Allen Robinson II (15905157),Allen Robinson II,15905157,WR/FLEX,6800,HOU@CHI 12/13/2020 01:00PM ET,CHI,16.94
73,WR,Terry McLaurin (15905159),Terry McLaurin,15905159,WR/FLEX,6700,WAS@SF 12/13/2020 04:25PM ET,WAS,16.48
74,WR,Mike Evans (15905161),Mike Evans,15905161,WR/FLEX,6600,MIN@TB 12/13/2020 01:00PM ET,TB,15.11
75,WR,Julio Jones (15905163),Julio Jones,15905163,WR/FLEX,6600,ATL@LAC 12/13/2020 04:25PM ET,ATL,17.23
76,WR,Amari Cooper (15905165),Amari Cooper,15905165,WR/FLEX,6500,DAL@CIN 12/13/2020 01:00PM ET,DAL,16.9
77,WR,Deebo Samuel (15905167),Deebo Samuel,15905167,WR/FLEX,6400,WAS@SF 12/13/2020 04:25PM ET,SF,13.8
78,WR,Chris Godwin (15905169),Chris Godwin,15905169,WR/FLEX,6300,MIN@TB 12/13/2020 01:00PM ET,TB,15.4
79,WR,Robby Anderson (15905171),Robby Anderson,15905171,WR/FLEX,6200,DEN@CAR 12/13/2020 01:00PM ET,CAR,15.71
80,WR,Brandin Cooks (15905175),Brandin Cooks,15905175,WR/FLEX,6100,HOU@CHI 12/13/2020 01:00PM ET,HOU,13.03
81,WR,DeVante Parker (15905173),DeVante Parker,15905173,WR/FLEX,6100,KC@MIA 12/13/2020 01:00PM ET,MIA,12.81
82,WR,Kenny Golladay (15905177),Kenny Golladay,15905177,WR/FLEX,6000,GB@DET 12/13/2020 04:25PM ET,DET,14.36
83,WR,Marvin Jones Jr. (15905179),Marvin Jones Jr.,15905179,WR/FLEX,5800,GB@DET 12/13/2020 04:25PM ET,DET,12.66
84,WR,Corey Davis (15905181),Corey Davis,15905181,WR/FLEX,5700,TEN@JAX 12/13/2020 01:00PM ET,TEN,16.91
85,WR,DJ Moore (15905183),DJ Moore,15905183,WR/FLEX,5600,DEN@CAR 12/13/2020 01:00PM ET,CAR,14.54
86,WR,Antonio Brown (15905185),Antonio Brown,15905185,WR/FLEX,5500,MIN@TB 12/13/2020 01:00PM ET,TB,9.15
87,WR,Jamison Crowder (15905189),Jamison Crowder,15905189,WR/FLEX,5400,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,16.16
88,WR,Brandon Aiyuk (15905187),Brandon Aiyuk,15905187,WR/FLEX,5400,WAS@SF 12/13/2020 04:25PM ET,SF,15.47
89,WR,DJ Chark Jr. (15905191),DJ Chark Jr.,15905191,WR/FLEX,5300,TEN@JAX 12/13/2020 01:00PM ET,JAX,12.75
90,WR,Curtis Samuel (15905193),Curtis Samuel,15905193,WR/FLEX,5200,DEN@CAR 12/13/2020 01:00PM ET,CAR,13.67
91,WR,Sterling Shepard (15905195),Sterling Shepard,15905195,WR/FLEX,5200,ARI@NYG 12/13/2020 01:00PM ET,NYG,11.36
92,WR,T.Y. Hilton (15905197),T.Y. Hilton,15905197,WR/FLEX,5100,IND@LV 12/13/2020 04:05PM ET,IND,9.8
93,WR,Allen Lazard (15905201),Allen Lazard,15905201,WR/FLEX,5000,GB@DET 12/13/2020 04:25PM ET,GB,13.2
94,WR,Keke Coutee (15905203),Keke Coutee,15905203,WR/FLEX,5000,HOU@CHI 12/13/2020 01:00PM ET,HOU,10.48
95,WR,Michael Pittman Jr. (15905199),Michael Pittman Jr.,15905199,WR/FLEX,5000,IND@LV 12/13/2020 04:05PM ET,IND,8.86
96,WR,Sammy Watkins (15905209),Sammy Watkins,15905209,WR/FLEX,4900,KC@MIA 12/13/2020 01:00PM ET,KC,9.97
97,WR,Tyler Boyd (15905207),Tyler Boyd,15905207,WR/FLEX,4900,DAL@CIN 12/13/2020 01:00PM ET,CIN,15.6
98,WR,Travis Fulgham (15905205),Travis Fulgham,15905205,WR/FLEX,4900,NO@PHI 12/13/2020 04:25PM ET,PHI,11.86
99,WR,CeeDee Lamb (15905211),CeeDee Lamb,15905211,WR/FLEX,4800,DAL@CIN 12/13/2020 01:00PM ET,DAL,13.96
100,WR,Tee Higgins (15905213),Tee Higgins,15905213,WR/FLEX,4800,DAL@CIN 12/13/2020 01:00PM ET,CIN,14.88
101,WR,Jerry Jeudy (15905219),Jerry Jeudy,15905219,WR/FLEX,4700,DEN@CAR 12/13/2020 01:00PM ET,DEN,9.37
102,WR,Christian Kirk (15905217),Christian Kirk,15905217,WR/FLEX,4700,ARI@NYG 12/13/2020 01:00PM ET,ARI,11.28
103,WR,Nelson Agholor (15905215),Nelson Agholor,15905215,WR/FLEX,4700,IND@LV 12/13/2020 04:05PM ET,LV,10.46
104,WR,Mike Williams (15905221),Mike Williams,15905221,WR/FLEX,4700,ATL@LAC 12/13/2020 04:25PM ET,LAC,10.94
105,WR,Henry Ruggs III (15905223),Henry Ruggs III,15905223,WR/FLEX,4600,IND@LV 12/13/2020 04:05PM ET,LV,7.78
106,WR,Russell Gage (15905225),Russell Gage,15905225,WR/FLEX,4500,ATL@LAC 12/13/2020 04:25PM ET,ATL,9.67
107,WR,Jalen Reagor (15905227),Jalen Reagor,15905227,WR/FLEX,4400,NO@PHI 12/13/2020 04:25PM ET,PHI,8.76
108,WR,Emmanuel Sanders (15905229),Emmanuel Sanders,15905229,WR/FLEX,4300,NO@PHI 12/13/2020 04:25PM ET,NO,10.76
109,WR,Tim Patrick (15905233),Tim Patrick,15905233,WR/FLEX,4200,DEN@CAR 12/13/2020 01:00PM ET,DEN,12.7
110,WR,Darius Slayton (15905231),Darius Slayton,15905231,WR/FLEX,4200,ARI@NYG 12/13/2020 01:00PM ET,NYG,10.14
111,WR,Laviska Shenault Jr. (15905237),Laviska Shenault Jr.,15905237,WR/FLEX,4100,TEN@JAX 12/13/2020 01:00PM ET,JAX,9.62
112,WR,Denzel Mims (15905235),Denzel Mims,15905235,WR/FLEX,4100,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,8.9
